year,code,name,total_shares,circulating_shares,restricted_shares,profit,industry_74,industry_level2,industry_level3,concept,product,percentage,comparable,export_ratio,domestic_ratio,notes,q1_report,q2_report,q3_report,annual_report,gross_margin,profit_growth,net_asset_ratio,undistributed_cash,bonus_shares,dividend,quarterly_comparison,beishang_initial,beishang_new,beishang_increase,beishang_decrease,beishang_current,gongmu_initial,gongmu_new,gongmu_increase,gongmu_decrease,gongmu_current,waizi_initial,waizi_new,waizi_increase,waizi_decrease,waizi_current,simu_initial,simu_new,simu_increase,simu_decrease,simu_current,shebao_initial,shebao_new,shebao_increase,shebao_decrease,shebao_current,yanglao_initial,yanglao_new,yanglao_increase,yanglao_decrease,yanglao_current,id,created_date,updated_date,created_by_id,created_by,is_sample
"2025","000977","浪潮信息","143373","143381","911","","IT设备","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c249","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000912","泸天化","156800","156800","0","","化肥农药","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c21d","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000967","盈峰环境","317950","215966","101983","","电气设备","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c242","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000982","*ST中绒","409656","409656","0","","纺织","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c24d","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000981","银亿股份","999747","557994","441733","","汽车","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c24c","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000923","河钢资源","65273","62789","2484","","有色金属","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c225","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000955","欣龙控股","53839","53769","71","","化工","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c239","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000975","银泰黄金","277972","244845","33827","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c248","2025-12-24T07:35:56.623000","2026-01-01T00:37:27.024000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000921","海信家电","136273","90283","30","","家电","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c223","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000917","电广传媒","141756","141730","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c220","2025-12-24T07:35:56.623000","2025-12-31T23:16:44.686000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000948","南天信息","39439","33431","5988","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c233","2025-12-24T07:35:56.623000","2026-01-01T00:29:32.505000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000949","新乡化纤","146673","140326","6347","","化纤","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c234","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000961","中南建设","44008","41658","1158","","有色金属","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c23e","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000958","电力物资","33834","110207","428133","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c23b","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000913","钱江摩托","45534","45534","0","","摩托车","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c21e","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000938","紫光股份","286008","286008","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c232","2025-12-24T07:35:56.623000","2026-01-01T00:29:31.043000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000950","重药控股","174337","172818","1518","","医药","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c235","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000911","广汇物业","40032","18731","21301","","食品饮料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c21c","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000909","ST数源","45383","38742","6640","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c21a","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000951","中国重汽","117487","117478","9","","专用设备","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c236","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000978","桂林旅游","46813","36005","10808","","旅游","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c24a","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000931","中关村","25312","74619","694","","医药","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c22c","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000932","华菱钢铁","690863","571794","119069","","钢铁","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c22d","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000952","广济药业","35265","30645","4620","","医药","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c237","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000903","ST云内","197080","197080","0","","专用设备","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c216","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000915","华特达因","23433","23414","19","","医药","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c21f","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000926","福星股份","94952","95394","1332","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c227","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000902","新洋丰","140453","118321","12132","","化肥农药","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c215","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000908","景峰医药","89077","75784","13294","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c219","2025-12-24T07:35:56.623000","2025-12-31T23:42:46.800000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000925","众合科技","55809","53729","2080","","电气设备","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c226","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000965","天保基建","110083","110083","0","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c240","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000966","长源电力","274933","130795","144138","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c241","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000905","厦门港务","62519","53100","9419","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c217","2025-12-24T07:35:56.623000","2026-01-01T00:13:13.934000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000927","中国西电","605033","376383","228752","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c228","2025-12-24T07:35:56.623000","2026-01-01T00:36:31.674000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000929","兰州黄河","38577","18574","1","","啤酒","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c22a","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000968","蓝焰控股","96759","96759","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c243","2025-12-24T07:35:56.623000","2026-01-01T00:16:31.342000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000973","佛塑科技","96742","96740","2","","化工","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c247","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000930","中粮科技","186572","96853","89719","","化工","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c22b","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000960","锡业股份","166878","166878","0","","有色金属","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c23d","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000906","浙商中拓","67420","66480","940","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c218","2025-12-24T07:35:56.623000","2026-01-01T00:32:32.551000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000910","大亚圣象","54740","54713","27","","建材","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c21b","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000937","冀中能源","53535","59680","62695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c231","2025-12-24T07:35:56.623000","2026-01-01T00:15:41.500000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000970","中科三环","121373","121373","0","","元器件","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c245","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000985","大庆华科","12964","12964","0","","化工","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c24e","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000919","金陵药业","51040","50326","714","","医药","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c221","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000969","安泰科技","102601","102573","28","","有色金属","","","光缆网","功能材料关键","38.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c244","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000980","众泰汽车","506918","428745","78173","","汽车","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b97dcc89fb492f855c24b","2025-12-24T07:35:56.623000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000850","华茂股份","94367","94338","28","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3d2","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000858","五粮液","383161","383145","15","","白酒","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3d5","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000887","中鼎股份","131649","131390","259","","汽车","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3e6","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000831","中国卫星","106122","106122","0","","有色金属","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3cc","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000848","承德露露","107642","107639","3","","食品饮料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3d1","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000833","粤桂股份","66840","37809","29032","","食品饮料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3cd","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000886","海南高速","98883","97396","1487","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3e5","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000898","鞍钢股份","940302","794123","5023","","钢铁","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3ee","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000881","中广核技","94543","77119","17424","","化工","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3e1","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000852","石化机械","77760","77760","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3d3","2025-12-24T07:34:01.439000","2026-01-01T00:23:20.465000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000889","中嘉博创","93629","86982","6647","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3e8","2025-12-24T07:34:01.439000","2026-01-01T00:29:32.681000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000869","张裕A","68546","45346","0","","葡萄酒","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3db","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000838","财信发展","110048","103269","4778","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3cf","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000863","三湘印象","122323","120687","1636","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3d9","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000868","安凯客车","73333","73333","0","","汽车","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3da","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000856","冀东水泥","22700","22700","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3d4","2025-12-24T07:34:01.439000","2026-01-01T00:19:57.155000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000880","潍柴重机","33122","16216","16916","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3e0","2025-12-24T07:34:01.439000","2026-01-01T00:19:57.337000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000900","现代投资","151783","151776","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3f0","2025-12-24T07:34:01.439000","2025-12-31T23:38:52.800000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000837","秦川机床","89937","69328","20609","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3ce","2025-12-24T07:34:01.439000","2025-12-31T23:46:58.008000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000859","国联水产","89598","84010","5587","","化工","","","光谱","塑料膜膜","62.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3d6","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000860","顺鑫农业","74177","74177","0","","白酒","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3d7","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000897","津滨发展","161727","161724","2","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3ed","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000862","银星能源","70613","50133","20477","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3d8","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000878","云南铜业","169968","169960","81844","","有色金属","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3df","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000888","峨眉山","52691","52691","0","","旅游","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3e7","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000892","欢瑞世纪","98098","53338","44560","","影视","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3ea","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000893","亚钾国际","75690","75679","11","","化肥农药","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3eb","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000875","吉电股份","279021","244568","34453","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3dc","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000883","湖北能源","656976","60574","6359","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3e3","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000899","赣能股份","97568","97568","2111","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3ef","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000876","新希望","450521","432368","18154","","饲料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3dd","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000882","华联股份","273733","273733","3931","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3e2","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000895","双汇发展","346466","145882","197584","","食品饮料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3ec","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000877","天山股份","868442","88010","778332","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3de","2025-12-24T07:34:01.439000","2025-12-31T23:57:20.843000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000890","法尔胜","41950","37965","3988","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3e9","2025-12-24T07:34:01.439000","2026-01-01T00:30:53.482000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000885","城发环境","64208","64208","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3e4","2025-12-24T07:34:01.439000","2026-01-01T00:30:52.733000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000901","航天科技","79820","79820","0","","汽车","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9769c5087d6c9d93a3f1","2025-12-24T07:34:01.439000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
